受付番号,受付日,発行日,依頼者名,部,課,担当者,品番,品名,色,試験基準,製品検査,生地検査,付属,ロット
61026001323,2026-01-15,2026-01-19,南通?川服飾有限公司,,,,Y563JMA ,ショート丈T,N9ブラック本体、製品、オフホワイト綾テープ,しまむら,合格,合格,,
61026001242,2026-01-15,2026-01-16,天??&#40511;国&#38469;&#36152;易(上海)有限公司,岡山,,高木,1S5508R ,,,,,合格,,
61026001247,2026-01-15,2026-01-19,天??&#40511;国&#38469;&#36152;易(上海)有限公司,岡山,,高木,1S6231A ,,,しまむら,,合格,,
61026001246,2026-01-15,2026-01-19,天??&#40511;国&#38469;&#36152;易(上海)有限公司,岡山,,高木,1S630CB ,,,しまむら,,合格,,
61026001245,2026-01-15,2026-01-19,天??&#40511;国&#38469;&#36152;易(上海)有限公司,岡山,,高木,1S6888B ,,,しまむら,,合格,,
Q2726000731,2026-01-15,2026-01-21,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),子供ナイティー,,子供ナイティー,6762WAR ,パジャマ,55製品、白シックテープ、グレーリブ,しまむら,合格,合格,,
61026001244,2026-01-15,2026-01-19,天??&#40511;国&#38469;&#36152;易(上海)有限公司,岡山,,高木,1S605WB ,,,しまむら,,合格,,
61026001243,2026-01-15,2026-01-19,天??&#40511;国&#38469;&#36152;易(上海)有限公司,岡山,,高木,1S601WR ,,,しまむら,,合格,,
61026001328,2026-01-15,2026-01-19,南通?川服飾有限公司,,,,Y563LMA ,ショート丈T,N9ブラック、N9ブラック本体,しまむら,合格,合格,,
61026001337,2026-01-15,2026-01-19,如皋帝晨服&#39280;有限公司,岡山,,伊藤,20631NA ,,67ネイビー、N7チャコール、N7チャコール本体、N7チャコールリブ、黒肩テープ、黒ワッペン、グレー後衿/腰テープゴム、チャコールスピンドル,しまむら,合格,合格,,
61526001517,2026-01-15,2026-01-19,上海&#39134;&#39532;&#36827;出口有限公司,岡山,,飼田,F5630RZ/F5631RZ/F5632RZ/F5633RZ/G5630RZ ,,63サックス天竺、63サックスリブ、67ネイビー天竺、67ネイビーリブ、N2オートミール天竺、N2オートミールリブ、N9ブラック天竺、N9ブラックリブ、NOホワイト天竺、NOホワイトリブ、ブラックプリントニットテープ,しまむら,合格,,,
61026001318,2026-01-15,2026-01-19,南通?川服飾有限公司,,,,Y563DMA ,,N9ブラック本体、N9ブラックリブ、製品,しまむら,合格,合格,,
Q2726000782,2026-01-15,2026-01-19,青&#23707;呈?服装有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y9628MA ,半袖シャツ,63A本体,しまむら,合格,合格,,
Q2726000780,2026-01-15,2026-01-19,青&#23707;呈?服装有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y9626MA ,長袖シャツ,63B本体、63B製品,しまむら,合格,合格,,
Q2726000784,2026-01-15,2026-01-19,青&#23707;呈?服装有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y9627MA ,長袖シャツ,03ピンク本体、03ピンク製品,しまむら,合格,合格,,
Q2726000835,2026-01-15,2026-01-19,Grand Concord Garment(Hong Kong) Limited&#35832;城裕泰&#38024;&#32455;有限公司（广豪）,アンダーウェア,,婦人アンダーウェア　笹田,9L629RR/9N62DRR ,生地,63、N9,しまむら,合格,,,
Q2726000799,2026-01-15,2026-01-19,山&#19996;省&#28493;坊市&#36827;出口有限公司,子供ナイティー,,子供ナイティー,7663HJR/7663FWR ,パジャマ,03、10、13、14-8,しまむら,合格,,,
Q2726000786,2026-01-15,2026-01-19,青&#23707;屹??工&#36152;有限?任公司,レディ－スカジュアル,,レディ-スカジュアル,J5630TR ,フクレジャガード無地チビハイネック7分,14、66,しまむら,合格,,,
Q2726000768,2026-01-15,2026-01-19,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),キッズカジュアル,,キッズカジュアル,F5630CZ.F5631CZ.RT631CZ.RT630CZ ,Tシャツ,01、03、05、10、35、54、55、64、65、67、83,しまむら,合格,,,
61026001300,2026-01-15,2026-01-19,祥安服装如&#19996;有限公司,岡山,,平松,BW6E1EZ ,,67ネイビー(B-1)、67ネイビー本体、N9ブラック(A-1)、N9ブラック(A-2)、N9ブラック(B-2)、N9ブラック本体、ネイビーゴム、ブラックゴム、ブラウンゴム、ブルーゴム,しまむら,合格,合格,,
61026001253,2026-01-15,2026-01-20,上海涵浚?&#19994;有限公司,岡山,,小野寺,1Z6309A ,,,しまむら,,合格,,
61026001298,2026-01-15,2026-01-19,如皋帝晨服&#39280;有限公司,岡山,,伊藤,20621NA ,パジャマ,67ネイビー本体、67ネイビーリブ、製品67ネイビー、グレーテープ、ブラックワッペン,しまむら,合格,合格,,
61026001219,2026-01-14,2026-01-19,南通?川服飾有限公司,,,,Y563BMA ,ハーフトップキャミ,N9A ブラックA、N9A ブラックA天竺、N9A ブラックA本体,しまむら,合格,合格,,
61026001231,2026-01-14,2026-01-16,南通?川服飾有限公司,,,,Y563EMA ,ハーフトップキャミソール,製品、ブラック本体、ブラック裏地天竺,しまむら,合格,合格,,
61026001222,2026-01-14,2026-01-16,上海涵浚?&#19994;有限公司,岡山,,小野寺,1T6209A ,生地(ぬいぐるみリュック),白テープ、イエローボア表地、ブラック細テープ、ブラックテープ、ブルーテープ、ベージュ表地、ホワイト裏地、ホワイトボア表地、ラベンダーボア表地,しまむら,合格,,,
61026001227,2026-01-14,2026-01-16,南通?川服飾有限公司,,,,Y5639MA ,,67ネイビー本体、67ネイビー本体天竺、製品,しまむら,合格,合格,,
61026001229,2026-01-14,2026-01-16,南通?川服飾有限公司,,,,Y563FMA ,ハーフトップ,N9ブラック本体、N9ブラック裏地、製品:N9ブラック,しまむら,合格,合格,,
Q2726000759,2026-01-14,2026-01-16,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),レディ－スカジュアル,,レディ-スカジュアル,Y564BMA/Y5640MA ,ベロアアップリケ,イエロー(SD)、サックス(LA)、ネイビー(LA)、ピンク
(NY/LA)、ブラック(NY),しまむら,合格,,,
Q2726000752,2026-01-14,2026-01-16,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),子供ナイティー,,子供ナイティー,6X6208R/6X621JR ,タオルケット,13 
6X6208R、13 
6X621JR、33 
6X621JR、63 
6X6208R,しまむら,合格,,,
Q2726000750,2026-01-14,2026-01-16,Grand Concord Garment(Hong Kong) Limited&#35832;城裕泰&#38024;&#32455;有限公司（广豪）,アンダーウェア,,婦人アンダーウェア　笹田,9L62RER/9N627HR/9N628HR/9N629HR ,生地,10、67、N9,しまむら,合格,,,
61026001201,2026-01-14,2026-01-16,南通?川服飾有限公司,,,,Y563CMA ,カップ付きタンク,N9ブラック、N9ブラック天竺、N9ブラック本体,しまむら,合格,合格,,
Q2726000509,2026-01-14,2026-01-16,&#35832;城方利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,9N624HR ,カップ付きノースリーブ,14製品、N3製品、N9本体、N9製品、白マーキ、黒下バインダー、黒マーキ、ベージュカップ下バインダー,しまむら,合格,合格,,
Q2726000699,2026-01-14,2026-01-16,&#23425;波日恒&#36827;出口有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y5636RR ,生地,N0、N9,しまむら,合格,,,
61026001235,2026-01-14,2026-01-16,南通?川服飾有限公司,,,,Y563AMA ,アメスリタンクトップ,N9ブラック前身裏、N9ブラック本体、製品,しまむら,合格,合格,,
61026001192,2026-01-14,2026-01-16,南通?川服飾有限公司,,,,Y563NMA ,ショート丈T,N9ブラック本体、製品,しまむら,合格,合格,,
Q2726000679,2026-01-14,2026-01-16,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),レディ－スカジュアル,,レディ-スカジュアル,Y6621ZR ,ジップパーカー,68本体、68製品、白前刺繍、白レース
アップリケ刺繍、グレー
ファスナーテープ、グレー衿テープ、ネイビー
衿テープ、ネイビー
ファスナーテープ,しまむら,合格,合格,,
Q2726000650,2026-01-14,2026-01-16,&#35832;城方利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,926200R ,ショーツ,アイボリー、ピンク,しまむら,,合格,,
Q2726000726,2026-01-14,2026-01-16,山&#19996;省&#28493;坊市&#36827;出口有限公司,紳士ナイティー,,紳士ナイティー,116210R/116240R ,パジャマ,67大格子、67小格子,しまむら,合格,,,
61026001079,2026-01-14,2026-01-28,海&#23425;宇力&#19994;有限公司,岡山,,唐木,5K6A68R ,,25オレンジ、52ターコ,しまむら,合格,合格,,
Q2726000491,2026-01-14,2026-01-16,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),子供ナイティー,,子供ナイティー,6662U4R ,パジャマ,05上衣身頃、05製品、05フード前部分、35上衣身頃、35製品、35フード前部分、N3上衣身頃、N3製品、N3フード前部分、黒本体,しまむら,合格,合格,,
61526001272,2026-01-14,2026-01-16,上海&#39134;&#39532;&#36827;出口有限公司,岡山,,飼田,E2630WR ,Tシャツ+ショートパンツ,N9ブラック本体、N9ブラック柄、製品,しまむら,合格,合格,,
Q2726000675,2026-01-14,2026-01-21,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),レディ－スカジュアル,,レディ-スカジュアル,Y4620ZR ,パンツ,N9製品、白シックテープ、黒本体、黒足口ゴム、グレー
足口ゴム,しまむら,合格,合格,,
61026001097,2026-01-14,2026-01-28,海&#23425;宇力&#19994;有限公司,岡山,,唐木,5K6A78R ,男児クルー1P,05レッド、15ブラウン、55グリーン、83パープル,しまむら,合格,合格,,
61026001099,2026-01-14,2026-01-28,江?嘉晟&#36827;出口&#36152;易有限公司,岡山,,唐木,5G64BEQ ,MLB 婦人ショート丈ソックス3P,A-1 N0ホワイト、A-2 15ブラウン、A-3 N9ブラック,しまむら,合格,合格,,
61026001187,2026-01-14,2026-01-16,上海昊客商&#36152;有限公司,,,?山,E4631RZ ,,N9ブラック、ブラック本体、ブラックスピンドル,しまむら,合格,合格,,
61026001185,2026-01-14,2026-01-16,上海昊客商&#36152;有限公司,,,?山,R4630PZ ,ハーフパンツ,製品、ベージュ本体、レッド刺繍,しまむら,合格,合格,,
61026001197,2026-01-14,2026-01-16,上海昊客商&#36152;有限公司,,,?山,F5632WZ ,半袖T,10オフホワイトリブ、54エメグリーン、54エメグリーンリブ、55グリーン、N7チャコール、N7チャコール本体、N7チャコールリブ、ブルー系ワッペン,しまむら,合格,合格,,
61026001184,2026-01-14,2026-01-16,上海昊客商&#36152;有限公司,,,?山,G5630WR ,,N0ホワイト、製品:N0ホワイト,しまむら,,合格,,
61026001103,2026-01-14,2026-01-28,海&#23425;宇力&#19994;有限公司,岡山,,唐木,5K6A58R ,男児アンクル1P,67ネイビー,しまむら,合格,合格,,
61026001119,2026-01-14,2026-01-16,祥安服装如&#19996;有限公司,岡山,,平松,B26328Q   B26338Q   CG3PRIN   CG-1SRC ,,ブラック,しまむら,合格,,,
61026001146,2026-01-14,2026-01-16,祥安服装如&#19996;有限公司,岡山,,平松,BW6B28Z ,マインクラフト 男児2Pボクサー,67ネイビー、67ネイビー本体、N9ブラック、N9ブラック本体、グリーンゴム、ブラックゴム,しまむら,合格,合格,,
Q2726000682,2026-01-14,2026-01-16,大?&#39536;毅服&#39280;科技&#21457;展有限公司,アンダーウェア,,婦人アンダーウェア　笹田,9K624HR ,ブラジャー,03、15,しまむら,合格,,,
Q2726000495,2026-01-13,2026-01-15,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),子供ナイティー,,子供ナイティー,7762WRR/7762XJR ,パジャマ,03、83,しまむら,合格,,,
Q2726000579,2026-01-13,2026-01-15,青&#23707;呈?服装有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y9621MA ,長袖シャツ,N9BブラックB本体、N9BブラックB製品,しまむら,合格,合格,,
Q2726000577,2026-01-13,2026-01-16,青&#23707;呈?服装有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y9622MA ,長袖シャツ,N9Bブラック本体,しまむら,合格,合格,,
Q2726000201,2026-01-13,2026-01-15,&#35832;城方利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,9M62HDA/9Q62JDA/9Q62KDA/9Q62LDA/9M62MDR ,生地,14、N7、N9,しまむら,合格,,,
61026000943,2026-01-13,2026-01-15,祥安服装如&#19996;有限公司,岡山,,平松,K26212R ,CLハンモックサキゾメ,67ネイビー本体、67ネイビーサポーター、製品,しまむら,合格,合格,,
Q2726000608,2026-01-13,2026-01-15,青&#23707;佰利源&#32442;&#32455;有限公司,紳士アンダ－ウェア,,紳士アンダ-ウェア,BW6B38R ,ボクサーブリーフ,67製品、N9本体、N9製品、N9ゴム,しまむら,合格,合格,,
61026000927,2026-01-13,2026-01-16,广州市雅麒服&#39280;有限公司,岡山,,高木,1T640ER ,,,しまむら,,合格,,
Q2726000581,2026-01-13,2026-01-15,青&#23707;呈?服装有限公司,レディ－スカジュアル,,レディ-スカジュアル,Y9620MA ,長袖シャツ,N9B本体、N9B製品,しまむら,合格,合格,,
Q2726000663,2026-01-13,2026-01-15,Grand Concord Garment(Hong Kong) Limited&#35832;城裕泰&#38024;&#32455;有限公司（广豪）,アンダーウェア,,婦人アンダーウェア　笹田,9N626DR ,婦人タンクトップ,N3製品、N9製品、黒×オフ
テープ、黒本体、黒カップ、黒ゴム、黒バインダー、グレー
バインダー、グレーゴム、ベージュ
カップ,しまむら,合格,合格,,
Q2726000618,2026-01-13,2026-01-16,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),レディ－スカジュアル,,レディ-スカジュアル,RT63HPZ ,カバーオール,10製品、14製品、N3製品、紺×白リブ,しまむら,合格,合格,,
Q2726000617,2026-01-13,2026-01-15,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),レディ－スカジュアル,,レディ-スカジュアル,RT63JPZ/RT63HPZ/RT630PZ/RT631PZ ,カバーオール/ロンパース,ネイビー刺、ホワイト刺、レッド刺,しまむら,合格,,,
Q2726000620,2026-01-13,2026-01-15,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),レディ－スカジュアル,,レディ-スカジュアル,RT63JPZ ,カバオール,10製品、10リブ、54製品、54リブ、63製品、63リブ,しまむら,合格,合格,,
Q2726000662,2026-01-13,2026-01-13,Grand Concord Garment(Hong Kong) Limited&#35832;城裕泰&#38024;&#32455;有限公司（广豪）,アンダーウェア,,婦人アンダーウェア　笹田,下記 ,生地,白パワーネット、白マーキZ、黒TCバイヤス、黒パワーネット、黒マーキZ、ベージュ
TCバイヤス,しまむら,合格,,,
Q2726000634,2026-01-13,2026-01-15,山&#19996;省&#28493;坊市&#36827;出口有限公司,紳士ナイティー,,紳士ナイティー,116220R ,パジャマ,67身生地、67バインダー,しまむら,合格,,,
Q2726000622,2026-01-13,2026-01-15,&#35832;城方利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,下記 ,生地,10、14、63、N7、N9、白、黒,しまむら,合格,,,
61026001042,2026-01-13,2026-01-15,上海涵浚?&#19994;有限公司,岡山,,小野寺,1T6199A ,生地(ぬいバッグ),14ベージュ、82ラベンダー、ブラック把手、ベージュ裏地、ホワイト切替、ラベンダー裏地,しまむら,合格,,,
61026001035,2026-01-13,2026-01-15,上海昊客商&#36152;有限公司,,,?山,RT632PR ,サンドレス風ロンパース,14ベージュ、14ベージュ本体、66ブルーグレー、ネイビー刺繍、レッド刺繍,しまむら,合格,合格,,
61026001048,2026-01-13,2026-01-15,如皋帝晨服&#39280;有限公司,岡山,,伊藤,20631DA ,,N3グレーリブ、製品N3グレー、グレー後衿テープ,しまむら,合格,合格,,
61026001069,2026-01-13,2026-01-16,天??&#40511;国&#38469;&#36152;易(上海)有限公司,岡山,,高木,1S6908B ,,,しまむら,,合格,,
Q2726000667,2026-01-13,2026-01-15,Grand Concord Garment(Hong Kong) Limited&#35832;城裕泰&#38024;&#32455;有限公司（广豪）,アンダーウェア,,婦人アンダーウェア　笹田,9M62LRR/9N62BRR/9M62MRA/9M62LRA/9M62FCR ,生地,10、N3、N7、N9,しまむら,合格,,,
61026001064,2026-01-13,2026-01-16,天??&#40511;国&#38469;&#36152;易(上海)有限公司,岡山,,高木,1X6728B ,,,しまむら,,合格,,
61026001052,2026-01-13,2026-01-15,如皋帝晨服&#39280;有限公司,岡山,,伊藤,20621DA ,パジャマ,N9ブラック本体、N9ブラックリブ、製品N9ブラック、グレーテープ(背首/腰)、ブラックスピンドル紐,しまむら,合格,合格,,
61026001027,2026-01-13,2026-01-16,天??&#40511;国&#38469;&#36152;易(上海)有限公司,岡山,,高木,1X6718B ,,,しまむら,,合格,,
61026000974,2026-01-13,2026-01-16,广州市雅麒服&#39280;有限公司,岡山,,高木,1T638ER ,,,しまむら,,合格,,
61026001021,2026-01-13,2026-01-15,祥安服装如&#19996;有限公司,岡山,,平松,K26232R ,,65ブルー、ブラックサポーター部分、ブルー本体,しまむら,合格,合格,,
61026001023,2026-01-13,2026-01-15,祥安服装如&#19996;有限公司,岡山,,平松,K26222R ,CLハンモックコモン,05レッド本体、製品、ブラックサポーター部分,しまむら,合格,合格,,
Q2726000547,2026-01-12,2026-01-14,伊藤忠??&#36152;易(中国)有限公司青&#23707;分公司,レディ－スカジュアル,,レディ-スカジュアル,D26216R(T4070518H) ,【ラクっとキレイ】クイックパンツサイド切り替えフレアL73,N9ブラック,しまむら,,合格,,
Q2726000545,2026-01-12,2026-01-14,伊藤忠??&#36152;易(中国)有限公司青&#23707;分公司,レディ－スカジュアル,,レディ-スカジュアル,D26215R(T4070518H) ,【ラクっとキレイ】クイックパンツサイド切り替え
ストレートL73,N9,しまむら,,合格,,
Q2726000537,2026-01-12,2026-01-14,Grand Concord Garment(Hong Kong) Limited&#35832;城裕泰&#38024;&#32455;有限公司（广豪）,アンダーウェア,,婦人アンダーウェア　笹田,9H620SR/9H621SR ,大阪婦人アンダーウェア,03身生地、03マチ、N7身生地、N7マチ、N9身生地、N9マチ,しまむら,合格,,,
Q2726000515,2026-01-12,2026-01-14,高密市?&#21326;美制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,9G620HR ,ショーツ,17、N7、N9,しまむら,合格,,,
Q2726000513,2026-01-12,2026-01-14,&#35832;城方利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,9M626HR ,キャミソール,10製品、10テープ、55製品、55テープ、N9本体、N9製品、N9テープ,しまむら,合格,合格,,
Q2726000493,2026-01-12,2026-01-15,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),子供ナイティー,,子供ナイティー,76620RR ,パジャマ,03製品、白シックテープ、グレーリブ,しまむら,合格,合格,,
Q2726000483,2026-01-12,2026-01-14,山&#19996;省&#28493;坊市&#36827;出口有限公司,紳士ナイティー,,紳士ナイティー,226220R/226230R/226240R ,パジャマ,67格子柄、67馬柄、N3格子柄、N3英字柄,しまむら,合格,,,
Q2726000505,2026-01-12,2026-01-14,&#35832;城方利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,9M628HR ,半袖,10製品、N3製品、N9本体、N9製品,しまむら,合格,合格,,
Q2726000511,2026-01-12,2026-01-15,&#35832;城方利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,9N623HR ,カップ付きタンクトップ,17製品、55製品、N9製品、白マーキ、黒本体、黒パイピング、黒マーキ、ベージュ
パイピング,しまむら,合格,合格,,
Q2726000507,2026-01-12,2026-01-14,&#35832;城方利制衣有限公司,アンダーウェア,,婦人アンダーウェア　笹田,9M627HR ,婦人タンクトップ,10オフホワイト製品、N3グレー製品、N9ブラック本体、N9ブラック製品,しまむら,合格,合格,,
Q2726000390,2026-01-12,2026-01-14,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),子供ナイティー,,子供ナイティー,77622KR/77625BR/77626WR/776249R ,パジャマ,03-9、60-6、83-1、N9,しまむら,合格,,,
Q2726000270,2026-01-12,2026-01-14,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),メンズカジュアル,,メンズカジュアル,Z6621ZA ,紳士パーカー,N9製品、黒ひも、黒本体、黒衿テープ、黒ファスナー
テープ、黒リブ,しまむら,合格,合格,,
61026000819,2026-01-12,2026-01-12,上海昊客商&#36152;有限公司,,,?山,R4630PZ ,生地(ハーフパンツ),14ベージュ,しまむら,合格,,,
61026000790,2026-01-12,2026-01-15,天??&#40511;国&#38469;&#36152;易(上海)有限公司,岡山,,高木,1S6958R ,,,しまむら,,合格,,
61026000861,2026-01-12,2026-01-14,上海昊客商&#36152;有限公司,,,?山,F5633WZ ,,67ネイビー、N3グレー,しまむら,合格,,,
61026000883,2026-01-12,2026-01-14,上海昊客商&#36152;有限公司,,,?山,E4630RZ ,生地(ハーフパンツ),N1アイスグレー天竺、N1アイスグレーメッシュ,しまむら,合格,,,
61026000893,2026-01-12,2026-01-14,上海昊客商&#36152;有限公司,,,?山,RT630PR ,生地(ロンパース),14ベージュ天竺、14ベージュリブ,しまむら,合格,,,
61026000885,2026-01-12,2026-01-14,上海昊客商&#36152;有限公司,,,?山,E4631RZ ,,N9ブラックプレーティング天竺、N9ブラックプレーティング天竺PT,しまむら,合格,,,
Q2726000628,2026-01-12,2026-01-15,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),子供ナイティー,,子供ナイティー,76621KR ,パジャマ,63製品、サックスリブ、ネイビー本体,しまむら,合格,合格,,
Q2726000565,2026-01-12,2026-01-14,青&#23707;&#21326;杉&#36152;易有限公司,ジーンズカジュアル,,ジーンズカジュアル,DM6360R/DM6361R/DM6362R ,メンズパンツ,69、N6、N9,しまむら,合格,,,
Q2726000551,2026-01-12,2026-01-14,伊藤忠??&#36152;易(中国)有限公司青&#23707;分公司,レディ－スカジュアル,,レディ-スカジュアル,D26217R(T4070518H) ,【ラクっとキレイ】クイックパンツ
サイド切り替えデーパードL67,N9ブラック,しまむら,,合格,,
Q2726000590,2026-01-12,2026-01-15,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),メンズカジュアル,,メンズカジュアル,X4625RR/X4630RR/X5634RR ,引き揃え天竺,N0天竺、N0リブ、N9天竺、N9リブ,しまむら,合格,,,
Q2726000592,2026-01-12,2026-01-14,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),メンズカジュアル,,メンズカジュアル,Z5630UR ,C天竺,N2地
前身刺繍,しまむら,合格,,,
Q2726000485,2026-01-12,2026-01-14,山&#19996;省&#28493;坊市&#36827;出口有限公司,子供ナイティー,,子供ナイティー,7663GWR ,パジャマ,02-2無地
身生地、02-2リブ、03総柄
身生地、10腹巻,しまむら,合格,,,
Q2726000599,2026-01-12,2026-01-15,Grand Concord Garment(Hong Kong) Limited&#35832;城裕泰&#38024;&#32455;有限公司（广豪）,アンダーウェア,,婦人アンダーウェア　笹田,9N621HR/9N622HR ,インナー,03、10、82、N9,しまむら,合格,,,
Q2726000594,2026-01-12,2026-01-14,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),レディ－スカジュアル,,レディ-スカジュアル,Y6620ZR/Y4620ZR ,生地,N3ひも、N9ひも、白刺繍、白レース,しまむら,合格,,,
Q2726000549,2026-01-12,2026-01-14,伊藤忠??&#36152;易(中国)有限公司青&#23707;分公司,レディ－スカジュアル,,レディ-スカジュアル,D26218R(T4070518H) ,【ラクっとキレイ】クイックパンツサイド切り替えワイドL70,N9,しまむら,,合格,,
61026000641,2026-01-09,2026-01-13,天??&#40511;国&#38469;&#36152;易(上海)有限公司,岡山,,高木,1S6269A ,,,しまむら,,合格,,
61026000652,2026-01-09,2026-01-13,如皋帝晨服&#39280;有限公司,岡山,,伊藤,21631YA/GNE-668M/GNE-668R ,,15ブラウン1×1フライスリブ、15ブラウンミニ裏毛,しまむら,合格,,,
Q2726000354,2026-01-09,2026-01-13,伊藤忠??&#36152;易(中国)有限公司青&#23707;分公司,レディ－スカジュアル,,レディ-スカジュアル,D26213R(T4070518H) ,【ラクっとキレイ】クイックパンツフレアL73,N9,しまむら,,合格,,
61026000686,2026-01-09,2026-01-13,?家港市佳怡&#31166;服&#39280;有限公司,岡山,,田中,A1620ZR ,ポケッタブルアウター,製品、クロテープ,しまむら,合格,合格,,
Q1726000008,2026-01-09,2026-01-13,南通同泰服装有限公司,レディ－スカジュアル,,レディ-スカジュアル,PO8050B ,生地,N9、白,しまむら,合格,,,
61026000711,2026-01-09,2026-01-14,?家港市佳怡&#31166;服&#39280;有限公司,岡山,,田中,A1620ER ,ポケッタブルアウター,N9ブラック、N9ブラックジャケット本体,しまむら,合格,合格,,
61026000702,2026-01-09,2026-01-29,江?嘉晟&#36827;出口&#36152;易有限公司,岡山,,唐木,5G6ANER ,ベビーショート丈3P,A-1 52ターコ、A-1 52ターコ 本体、A-1 52ターコ 白刺繍、A-2 N0ホワイト、A-3 10オフホワイト、B-1 83パープル、B-1 83パープル 本体、B-1 83パープル ブルー刺繍、B-2 N0ホワイト、B-3 N3グレー、C-1 54エメグリーン、C-1 54エメグリーン 本体、C-1 54エメグリーン クロ刺繍、C-2 N0ホワイト、C-3 15ブラウン,しまむら,合格,合格,,
Q2726000266,2026-01-09,2026-01-13,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),メンズカジュアル,,メンズカジュアル,Z6620ZA ,紳士パーカー,N2製品、オートミール
衿テープ、オートミール
ファスナーテープ、オートミール紐,しまむら,合格,合格,,
Q2726000356,2026-01-09,2026-01-13,伊藤忠??&#36152;易(中国)有限公司青&#23707;分公司,レディ－スカジュアル,,レディ-スカジュアル,D36214R(T4070518H) ,【ラクっとキレイ】ビーフィットパンツテーパードL68,N9,しまむら,,合格,,
61026000175,2026-01-09,2026-01-13,如皋帝晨服&#39280;有限公司,岡山,,伊藤,21611JR ,,67ネイビー、ネイビー本体、ネイビースピンドル紐9?、ネイビーリブ、ブルー×シロ×アカテープ,しまむら,合格,合格,,
Q2726000376,2026-01-09,2026-01-13,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),子供ナイティー,,子供ナイティー,666210R ,パジャマ,N7製品、白シックテープ、黒本体、チャコールリブ,しまむら,合格,合格,,
Q2726000378,2026-01-09,2026-01-13,青&#23707;&#31166;金源&#32463;&#36152;有限公司（??&#21326;源）(青&#23707;恒新山),子供ナイティー,,子供ナイティー,666209R ,パジャマ,N9製品、白シックテープ、黒本体、黒リブ,しまむら,合格,合格,,
Q2726000430,2026-01-09,2026-01-13,伊藤忠??&#36152;易(中国)有限公司青&#23707;分公司,レディ－スカジュアル,,レディ-スカジュアル,D26212R(T4070079BH) ,【ラクっとキレイ】クイックパンツストレートL73,N9,しまむら,,合格,,
Q2726000360,2026-01-09,2026-01-13,伊藤忠??&#36152;易(中国)有限公司青&#23707;分公司,レディ－スカジュアル,,レディ-スカジュアル,D16213R(T4070079BH) ,【ラクっとキレイ】エアジップストレートL73,,しまむら,,合格,,
Q2726000358,2026-01-09,2026-01-13,伊藤忠??&#36152;易(中国)有限公司青&#23707;分公司,レディ－スカジュアル,,レディ-スカジュアル,D26214R(T4070518H) ,【ラクっとキレイ】クイックパンツテーパードL68,N9,しまむら,,合格,,
Q1726000007,2026-01-09,2026-01-13,南通同泰服装有限公司,レディ－スカジュアル,,レディ-スカジュアル,PO8052B ,生地,白、ブラウン,しまむら,合格,,,
